"","Sigma","Type","M","Participant","Graph.Type","Error","Error..unsigned.","Index","Filepath","isValidation"
"265",0.1,"quad",-0.8,"P3","area",0.02,0.02,64,"img/quad/area/s0.1m-0.8/",0
"266",0.05,"trig",-0.4,"P3","line",0,0,65,"img/trig/line/s0.05m-0.4/",0
"267",0.05,"quad",-0.1,"P3","scatter",0.01,0.01,66,"img/quad/scatter/s0.05m-0.1/",0
"268",0.1,"line",-0.1,"P3","scatter",0.01,0.01,67,"img/line/scatter/s0.1m-0.1/",0
"269",0.15,"trig",0.2,"P3","line",0.07,0.07,68,"img/trig/line/s0.15m0.2/",0
"270",0.05,"line",0.4,"P3","area",0.01,0.01,69,"img/line/area/s0.05m0.4/",0
"271",0.15,"quad",0.8,"P3","scatter",-0.06,0.06,70,"img/quad/scatter/s0.15m0.8/",0
"272",0.1,"trig",-0.4,"P3","line",-0.01,0.01,71,"img/trig/line/s0.1m-0.4/",0
"273",0.15,"quad",-0.4,"P3","line",0.05,0.05,72,"img/quad/line/s0.15m-0.4/",0
"274",0.1,"line",-0.4,"P3","area",-0.04,0.04,73,"img/line/area/s0.1m-0.4/",0
"275",0.2,"trig",0.2,"P3","area",0.03,0.03,74,"img/trig/area/s0.2m0.2/",0
"276",0.15,"line",0.1,"P3","area",0.03,0.03,75,"img/line/area/s0.15m0.1/",0
"277",0.01,"line",-0.4,"P3","area",0,0,76,"img_validation/line/area/s0.1m-0.4/",1
"278",0.2,"quad",-0.4,"P3","area",0.03,0.03,77,"img/quad/area/s0.2m-0.4/",0
"279",0.1,"trig",0.8,"P3","line",0.01,0.01,78,"img/trig/line/s0.1m0.8/",0
"280",0.15,"quad",0.1,"P3","scatter",0.02,0.02,79,"img/quad/scatter/s0.15m0.1/",0
"281",0.2,"line",0.1,"P3","scatter",-0.08,0.08,80,"img/line/scatter/s0.2m0.1/",0
"282",0.2,"trig",-0.1,"P3","scatter",0.05,0.05,81,"img/trig/scatter/s0.2m-0.1/",0
"283",0.05,"line",-0.2,"P3","scatter",-0.01,0.01,82,"img/line/scatter/s0.05m-0.2/",0
"284",0.15,"quad",-0.1,"P3","line",0,0,83,"img/quad/line/s0.15m-0.1/",0
"285",0.05,"trig",0.4,"P3","line",-0.02,0.02,84,"img/trig/line/s0.05m0.4/",0
"286",0.15,"quad",-0.2,"P3","area",0.03,0.03,85,"img/quad/area/s0.15m-0.2/",0
"287",0.05,"line",-0.2,"P3","line",-0.01,0.01,86,"img/line/line/s0.05m-0.2/",0
"288",0.05,"trig",0.4,"P3","scatter",0.01,0.01,87,"img/trig/scatter/s0.05m0.4/",0
"289",0.15,"line",-0.1,"P3","scatter",0.07,0.07,88,"img/line/scatter/s0.15m-0.1/",0
"290",0.15,"quad",0.8,"P3","line",-0.16,0.16,89,"img/quad/line/s0.15m0.8/",0
"291",0.1,"trig",0.4,"P3","scatter",-0.02,0.02,90,"img/trig/scatter/s0.1m0.4/",0
"292",0.15,"quad",0.4,"P3","area",-0.06,0.06,91,"img/quad/area/s0.15m0.4/",0
"293",0.05,"line",0.8,"P3","area",-0.01,0.01,92,"img/line/area/s0.05m0.8/",0
"294",0.15,"trig",-0.4,"P3","scatter",-0.03,0.03,93,"img/trig/scatter/s0.15m-0.4/",0
"295",0.2,"line",0.4,"P3","area",0,0,94,"img/line/area/s0.2m0.4/",0
"296",0.1,"quad",0.1,"P3","scatter",-0.01,0.01,95,"img/quad/scatter/s0.1m0.1/",0
"297",0.05,"trig",0.1,"P3","area",-0.02,0.02,96,"img/trig/area/s0.05m0.1/",0
"298",0.15,"quad",-0.2,"P3","line",0.11,0.11,97,"img/quad/line/s0.15m-0.2/",0
"299",0.2,"line",0.2,"P3","line",0.1,0.1,98,"img/line/line/s0.2m0.2/",0
"300",0.2,"trig",-0.4,"P3","scatter",0.07,0.07,99,"img/trig/scatter/s0.2m-0.4/",0
"301",0.05,"trig",-0.8,"P4","line",-0.05,0.05,0,"img/trig/line/s0.05m-0.8/",0
"302",0.05,"line",0.2,"P4","area",0.02,0.02,1,"img/line/area/s0.05m0.2/",0
"303",0.1,"quad",-0.1,"P4","area",-0.1,0.1,2,"img/quad/area/s0.1m-0.1/",0
"304",0.05,"line",-0.1,"P4","area",-0.03,0.03,3,"img/line/area/s0.05m-0.1/",0
"305",0.1,"trig",0.1,"P4","line",0.06,0.06,4,"img/trig/line/s0.1m0.1/",0
"306",0.15,"quad",0.2,"P4","scatter",0.12,0.12,5,"img/quad/scatter/s0.15m0.2/",0
"307",0.2,"trig",-0.1,"P4","area",0.43,0.43,6,"img/trig/area/s0.2m-0.1/",0
"308",0.2,"line",0.2,"P4","scatter",0.13,0.13,7,"img/line/scatter/s0.2m0.2/",0
"309",0.05,"quad",0.1,"P4","scatter",0.02,0.02,8,"img/quad/scatter/s0.05m0.1/",0
"310",0.05,"line",-0.1,"P4","line",0.03,0.03,9,"img/line/line/s0.05m-0.1/",0
"311",0.05,"trig",0.1,"P4","line",0.03,0.03,10,"img/trig/line/s0.05m0.1/",0
"312",0.15,"quad",0.4,"P4","scatter",0.02,0.02,11,"img/quad/scatter/s0.15m0.4/",0
"313",0.2,"trig",-0.1,"P4","line",-0.24,0.24,12,"img/trig/line/s0.2m-0.1/",0
"314",0.1,"line",0.1,"P4","area",0.1,0.1,13,"img/line/area/s0.1m0.1/",0
"315",0.1,"quad",-0.2,"P4","area",-0.03,0.03,14,"img/quad/area/s0.1m-0.2/",0
"316",0.2,"line",-0.4,"P4","line",-0.06,0.06,15,"img/line/line/s0.2m-0.4/",0
"317",0.2,"trig",-0.2,"P4","line",-0.02,0.02,16,"img/trig/line/s0.2m-0.2/",0
"318",0.05,"quad",0.2,"P4","scatter",0.02,0.02,17,"img/quad/scatter/s0.05m0.2/",0
"319",0.1,"trig",-0.1,"P4","line",-0.03,0.03,18,"img/trig/line/s0.1m-0.1/",0
"320",0.02,"line",0.8,"P4","area",0.24,0.24,19,"img_validation/line/area/s0.2m0.8/",1
"321",0.1,"line",0.2,"P4","scatter",0.09,0.09,20,"img/line/scatter/s0.1m0.2/",0
"322",0.2,"quad",-0.8,"P4","scatter",0.09,0.09,21,"img/quad/scatter/s0.2m-0.8/",0
"323",0.15,"line",-0.8,"P4","line",0.21,0.21,22,"img/line/line/s0.15m-0.8/",0
"324",0.05,"trig",0.8,"P4","scatter",0.11,0.11,23,"img/trig/scatter/s0.05m0.8/",0
"325",0.05,"quad",-0.8,"P4","area",0.01,0.01,24,"img/quad/area/s0.05m-0.8/",0
"326",0.15,"trig",-0.8,"P4","area",-0.11,0.11,25,"img/trig/area/s0.15m-0.8/",0
"327",0.1,"line",0.8,"P4","scatter",-0.05,0.05,26,"img/line/scatter/s0.1m0.8/",0
"328",0.05,"quad",0.8,"P4","line",0,0,27,"img/quad/line/s0.05m0.8/",0
"329",0.1,"line",0.2,"P4","area",0.1,0.1,28,"img/line/area/s0.1m0.2/",0
"330",0.2,"trig",-0.8,"P4","area",0.08,0.08,29,"img/trig/area/s0.2m-0.8/",0
"331",0.1,"quad",0.8,"P4","area",0.08,0.08,30,"img/quad/area/s0.1m0.8/",0
"332",0.1,"trig",-0.2,"P4","line",-0.08,0.08,31,"img/trig/line/s0.1m-0.2/",0
"333",0.15,"line",-0.1,"P4","area",0.17,0.17,32,"img/line/area/s0.15m-0.1/",0
"334",0.2,"quad",0.4,"P4","scatter",0.13,0.13,33,"img/quad/scatter/s0.2m0.4/",0
"335",0.05,"line",0.2,"P4","line",-0.06,0.06,34,"img/line/line/s0.05m0.2/",0
"336",0.15,"trig",-0.4,"P4","area",-0.06,0.06,35,"img/trig/area/s0.15m-0.4/",0
"337",0.1,"quad",0.4,"P4","area",0.07,0.07,36,"img/quad/area/s0.1m0.4/",0
"338",0.1,"trig",0.4,"P4","line",0.05,0.05,37,"img/trig/line/s0.1m0.4/",0
"339",0.01,"line",-0.4,"P4","area",0.08,0.08,38,"img_validation/line/area/s0.1m-0.4/",1
"340",0.15,"line",-0.8,"P4","scatter",0.1,0.1,39,"img/line/scatter/s0.15m-0.8/",0
"341",0.05,"quad",-0.4,"P4","scatter",-0.05,0.05,40,"img/quad/scatter/s0.05m-0.4/",0
"342",0.2,"line",-0.2,"P4","area",-0.07,0.07,41,"img/line/area/s0.2m-0.2/",0
"343",0.2,"trig",0.8,"P4","scatter",0.21,0.21,42,"img/trig/scatter/s0.2m0.8/",0
"344",0.15,"quad",0.2,"P4","area",0.1,0.1,43,"img/quad/area/s0.15m0.2/",0
"345",0.2,"trig",0.4,"P4","line",0.1,0.1,44,"img/trig/line/s0.2m0.4/",0
"346",0.15,"line",0.1,"P4","line",0.07,0.07,45,"img/line/line/s0.15m0.1/",0
"347",0.2,"quad",0.8,"P4","line",-0.02,0.02,46,"img/quad/line/s0.2m0.8/",0
"348",0.15,"line",0.4,"P4","line",-0.05,0.05,47,"img/line/line/s0.15m0.4/",0
"349",0.05,"trig",-0.8,"P4","scatter",0.06,0.06,48,"img/trig/scatter/s0.05m-0.8/",0
"350",0.05,"quad",-0.4,"P4","area",0.04,0.04,49,"img/quad/area/s0.05m-0.4/",0
"351",0.1,"trig",-0.2,"P4","scatter",-0.17,0.17,50,"img/trig/scatter/s0.1m-0.2/",0
"352",0.15,"line",0.8,"P4","area",0.01,0.01,51,"img/line/area/s0.15m0.8/",0
"353",0.2,"quad",0.1,"P4","line",0.19,0.19,52,"img/quad/line/s0.2m0.1/",0
"354",0.1,"line",-0.8,"P4","scatter",0.03,0.03,53,"img/line/scatter/s0.1m-0.8/",0
"355",0.2,"trig",-0.8,"P4","line",-0.13,0.13,54,"img/trig/line/s0.2m-0.8/",0
"356",0.2,"quad",0.1,"P4","area",0.24,0.24,55,"img/quad/area/s0.2m0.1/",0
"357",0.05,"trig",-0.2,"P4","area",-0.02,0.02,56,"img/trig/area/s0.05m-0.2/",0
"358",0.05,"line",-0.2,"P4","area",-0.03,0.03,57,"img_validation/line/area/s0.05m-0.2/",1
"359",0.2,"line",-0.2,"P4","scatter",0.24,0.24,58,"img/line/scatter/s0.2m-0.2/",0
"360",0.1,"quad",-0.4,"P4","scatter",-0.01,0.01,59,"img/quad/scatter/s0.1m-0.4/",0
"361",0.2,"line",0.8,"P4","area",0.3,0.3,60,"img/line/area/s0.2m0.8/",0
"362",0.15,"trig",-0.2,"P4","scatter",-0.29,0.29,61,"img/trig/scatter/s0.15m-0.2/",0
"363",0.1,"quad",-0.8,"P4","line",-0.12,0.12,62,"img/quad/line/s0.1m-0.8/",0
"364",0.1,"trig",0.2,"P4","line",0.15,0.15,63,"img/trig/line/s0.1m0.2/",0
"365",0.1,"line",-0.8,"P4","area",-0.04,0.04,64,"img/line/area/s0.1m-0.8/",0
"366",0.05,"quad",-0.4,"P4","line",-0.01,0.01,65,"img/quad/line/s0.05m-0.4/",0
"367",0.05,"line",-0.1,"P4","scatter",-0.05,0.05,66,"img/line/scatter/s0.05m-0.1/",0
"368",0.1,"trig",-0.1,"P4","scatter",-0.21,0.21,67,"img/trig/scatter/s0.1m-0.1/",0
"369",0.15,"quad",0.2,"P4","line",0.12,0.12,68,"img/quad/line/s0.15m0.2/",0
"370",0.05,"trig",0.4,"P4","area",0.03,0.03,69,"img/trig/area/s0.05m0.4/",0
"371",0.15,"line",0.8,"P4","scatter",0.08,0.08,70,"img/line/scatter/s0.15m0.8/",0
"372",0.1,"quad",-0.4,"P4","line",-0.1,0.1,71,"img/quad/line/s0.1m-0.4/",0
"373",0.15,"line",-0.4,"P4","line",-0.05,0.05,72,"img/line/line/s0.15m-0.4/",0
"374",0.1,"trig",-0.4,"P4","area",-0.02,0.02,73,"img/trig/area/s0.1m-0.4/",0
"375",0.2,"quad",0.2,"P4","area",0.19,0.19,74,"img/quad/area/s0.2m0.2/",0
"376",0.15,"trig",0.1,"P4","area",0.24,0.24,75,"img/trig/area/s0.15m0.1/",0
"377",0.05,"line",-0.2,"P4","area",0.01,0.01,76,"img_validation/line/area/s0.05m-0.2/",1
"378",0.2,"line",-0.4,"P4","area",0.16,0.16,77,"img/line/area/s0.2m-0.4/",0
"379",0.1,"quad",0.8,"P4","line",-0.13,0.13,78,"img/quad/line/s0.1m0.8/",0
"380",0.15,"line",0.1,"P4","scatter",-0.19,0.19,79,"img/line/scatter/s0.15m0.1/",0
"381",0.2,"trig",0.1,"P4","scatter",0.32,0.32,80,"img/trig/scatter/s0.2m0.1/",0
"382",0.2,"quad",-0.1,"P4","scatter",0.12,0.12,81,"img/quad/scatter/s0.2m-0.1/",0
"383",0.05,"trig",-0.2,"P4","scatter",-0.04,0.04,82,"img/trig/scatter/s0.05m-0.2/",0
"384",0.15,"line",-0.1,"P4","line",-0.03,0.03,83,"img/line/line/s0.15m-0.1/",0
"385",0.05,"quad",0.4,"P4","line",0.02,0.02,84,"img/quad/line/s0.05m0.4/",0
"386",0.15,"line",-0.2,"P4","area",-0.09,0.09,85,"img/line/area/s0.15m-0.2/",0
"387",0.05,"trig",-0.2,"P4","line",0,0,86,"img/trig/line/s0.05m-0.2/",0
"388",0.05,"quad",0.4,"P4","scatter",0.03,0.03,87,"img/quad/scatter/s0.05m0.4/",0
"389",0.15,"trig",-0.1,"P4","scatter",-0.14,0.14,88,"img/trig/scatter/s0.15m-0.1/",0
"390",0.15,"line",0.8,"P4","line",0.14,0.14,89,"img/line/line/s0.15m0.8/",0
"391",0.1,"quad",0.4,"P4","scatter",0.11,0.11,90,"img/quad/scatter/s0.1m0.4/",0
"392",0.15,"line",0.4,"P4","area",0.08,0.08,91,"img/line/area/s0.15m0.4/",0
"393",0.05,"trig",0.8,"P4","area",0.11,0.11,92,"img/trig/area/s0.05m0.8/",0
"394",0.15,"quad",-0.4,"P4","scatter",-0.1,0.1,93,"img/quad/scatter/s0.15m-0.4/",0
"395",0.2,"trig",0.4,"P4","area",0.1,0.1,94,"img/trig/area/s0.2m0.4/",0
"396",0.1,"line",0.1,"P4","scatter",-0.11,0.11,95,"img/line/scatter/s0.1m0.1/",0
"397",0.05,"quad",0.1,"P4","area",0.04,0.04,96,"img/quad/area/s0.05m0.1/",0
"398",0.15,"line",-0.2,"P4","line",-0.07,0.07,97,"img/line/line/s0.15m-0.2/",0
"399",0.2,"trig",0.2,"P4","line",0.13,0.13,98,"img/trig/line/s0.2m0.2/",0
"400",0.2,"quad",-0.4,"P4","scatter",0.01,0.01,99,"img/quad/scatter/s0.2m-0.4/",0
"401",0.05,"quad",-0.8,"P5","line",-0.03,0.03,0,"img/quad/line/s0.05m-0.8/",0
"402",0.05,"trig",0.2,"P5","area",0.1,0.1,1,"img/trig/area/s0.05m0.2/",0
"403",0.1,"line",-0.1,"P5","area",0.09,0.09,2,"img/line/area/s0.1m-0.1/",0
"404",0.05,"trig",-0.1,"P5","area",-0.01,0.01,3,"img/trig/area/s0.05m-0.1/",0
"405",0.1,"quad",0.1,"P5","line",0.13,0.13,4,"img/quad/line/s0.1m0.1/",0
"406",0.15,"line",0.2,"P5","scatter",0.27,0.27,5,"img/line/scatter/s0.15m0.2/",0
"407",0.2,"quad",-0.1,"P5","area",0.02,0.02,6,"img/quad/area/s0.2m-0.1/",0
"408",0.2,"trig",0.2,"P5","scatter",0.27,0.27,7,"img/trig/scatter/s0.2m0.2/",0
"409",0.05,"line",0.1,"P5","scatter",-0.01,0.01,8,"img/line/scatter/s0.05m0.1/",0
"410",0.05,"trig",-0.1,"P5","line",0.03,0.03,9,"img/trig/line/s0.05m-0.1/",0
"411",0.05,"quad",0.1,"P5","line",0.02,0.02,10,"img/quad/line/s0.05m0.1/",0
"412",0.15,"line",0.4,"P5","scatter",0.29,0.29,11,"img/line/scatter/s0.15m0.4/",0
"413",0.2,"quad",-0.1,"P5","line",0.04,0.04,12,"img/quad/line/s0.2m-0.1/",0
"414",0.1,"trig",0.1,"P5","area",0.11,0.11,13,"img/trig/area/s0.1m0.1/",0
"415",0.1,"line",-0.2,"P5","area",-0.06,0.06,14,"img/line/area/s0.1m-0.2/",0
"416",0.2,"trig",-0.4,"P5","line",-0.14,0.14,15,"img/trig/line/s0.2m-0.4/",0
"417",0.2,"quad",-0.2,"P5","line",0.04,0.04,16,"img/quad/line/s0.2m-0.2/",0
"418",0.05,"line",0.2,"P5","scatter",0.09,0.09,17,"img/line/scatter/s0.05m0.2/",0
"419",0.1,"quad",-0.1,"P5","line",-0.03,0.03,18,"img/quad/line/s0.1m-0.1/",0
"420",0.02,"line",0.8,"P5","area",0,0,19,"img_validation/line/area/s0.2m0.8/",1
"421",0.1,"trig",0.2,"P5","scatter",0.14,0.14,20,"img/trig/scatter/s0.1m0.2/",0
"422",0.2,"line",-0.8,"P5","scatter",-0.11,0.11,21,"img/line/scatter/s0.2m-0.8/",0
"423",0.15,"trig",-0.8,"P5","line",-0.02,0.02,22,"img/trig/line/s0.15m-0.8/",0
"424",0.05,"quad",0.8,"P5","scatter",0.01,0.01,23,"img/quad/scatter/s0.05m0.8/",0
"425",0.05,"line",-0.8,"P5","area",0.01,0.01,24,"img/line/area/s0.05m-0.8/",0
"426",0.15,"quad",-0.8,"P5","area",0.03,0.03,25,"img/quad/area/s0.15m-0.8/",0
"427",0.1,"trig",0.8,"P5","scatter",-0.06,0.06,26,"img/trig/scatter/s0.1m0.8/",0
"428",0.05,"line",0.8,"P5","line",-0.04,0.04,27,"img/line/line/s0.05m0.8/",0
"429",0.1,"trig",0.2,"P5","area",0.02,0.02,28,"img/trig/area/s0.1m0.2/",0
"430",0.2,"quad",-0.8,"P5","area",-0.02,0.02,29,"img/quad/area/s0.2m-0.8/",0
"431",0.1,"line",0.8,"P5","area",0,0,30,"img/line/area/s0.1m0.8/",0
"432",0.1,"quad",-0.2,"P5","line",-0.07,0.07,31,"img/quad/line/s0.1m-0.2/",0
"433",0.15,"trig",-0.1,"P5","area",0.17,0.17,32,"img/trig/area/s0.15m-0.1/",0
"434",0.2,"line",0.4,"P5","scatter",0.18,0.18,33,"img/line/scatter/s0.2m0.4/",0
"435",0.05,"trig",0.2,"P5","line",0,0,34,"img/trig/line/s0.05m0.2/",0
"436",0.15,"quad",-0.4,"P5","area",-0.06,0.06,35,"img/quad/area/s0.15m-0.4/",0
"437",0.1,"line",0.4,"P5","area",0.09,0.09,36,"img/line/area/s0.1m0.4/",0
"438",0.1,"quad",0.4,"P5","line",0.07,0.07,37,"img/quad/line/s0.1m0.4/",0
"439",0.02,"line",0.8,"P5","area",0,0,38,"img_validation/line/area/s0.2m0.8/",1
"440",0.15,"trig",-0.8,"P5","scatter",-0.11,0.11,39,"img/trig/scatter/s0.15m-0.8/",0
"441",0.05,"line",-0.4,"P5","scatter",-0.06,0.06,40,"img/line/scatter/s0.05m-0.4/",0
"442",0.2,"trig",-0.2,"P5","area",0.05,0.05,41,"img/trig/area/s0.2m-0.2/",0
"443",0.2,"quad",0.8,"P5","scatter",0.12,0.12,42,"img/quad/scatter/s0.2m0.8/",0
"444",0.15,"line",0.2,"P5","area",0.05,0.05,43,"img/line/area/s0.15m0.2/",0
"445",0.2,"quad",0.4,"P5","line",0.16,0.16,44,"img/quad/line/s0.2m0.4/",0
"446",0.15,"trig",0.1,"P5","line",0.14,0.14,45,"img/trig/line/s0.15m0.1/",0
"447",0.2,"line",0.8,"P5","line",0.21,0.21,46,"img/line/line/s0.2m0.8/",0
"448",0.15,"trig",0.4,"P5","line",-0.03,0.03,47,"img/trig/line/s0.15m0.4/",0
"449",0.05,"quad",-0.8,"P5","scatter",-0.02,0.02,48,"img/quad/scatter/s0.05m-0.8/",0
"450",0.05,"line",-0.4,"P5","area",0.02,0.02,49,"img/line/area/s0.05m-0.4/",0
"451",0.1,"quad",-0.2,"P5","scatter",-0.13,0.13,50,"img/quad/scatter/s0.1m-0.2/",0
"452",0.15,"trig",0.8,"P5","area",0,0,51,"img/trig/area/s0.15m0.8/",0
"453",0.2,"line",0.1,"P5","line",-0.07,0.07,52,"img/line/line/s0.2m0.1/",0
"454",0.1,"trig",-0.8,"P5","scatter",-0.04,0.04,53,"img/trig/scatter/s0.1m-0.8/",0
"455",0.2,"quad",-0.8,"P5","line",-0.18,0.18,54,"img/quad/line/s0.2m-0.8/",0
"456",0.2,"line",0.1,"P5","area",-0.04,0.04,55,"img/line/area/s0.2m0.1/",0
"457",0.05,"quad",-0.2,"P5","area",0,0,56,"img/quad/area/s0.05m-0.2/",0
"458",0.01,"line",-0.4,"P5","area",0.03,0.03,57,"img_validation/line/area/s0.1m-0.4/",1
"459",0.2,"trig",-0.2,"P5","scatter",-0.19,0.19,58,"img/trig/scatter/s0.2m-0.2/",0
"460",0.1,"line",-0.4,"P5","scatter",-0.12,0.12,59,"img/line/scatter/s0.1m-0.4/",0
"461",0.2,"trig",0.8,"P5","area",0.05,0.05,60,"img/trig/area/s0.2m0.8/",0
"462",0.15,"quad",-0.2,"P5","scatter",-0.14,0.14,61,"img/quad/scatter/s0.15m-0.2/",0
"463",0.1,"line",-0.8,"P5","line",-0.01,0.01,62,"img/line/line/s0.1m-0.8/",0
"464",0.1,"quad",0.2,"P5","line",0.03,0.03,63,"img/quad/line/s0.1m0.2/",0
"465",0.1,"trig",-0.8,"P5","area",0.02,0.02,64,"img/trig/area/s0.1m-0.8/",0
"466",0.05,"line",-0.4,"P5","line",-0.02,0.02,65,"img/line/line/s0.05m-0.4/",0
"467",0.05,"trig",-0.1,"P5","scatter",-0.02,0.02,66,"img/trig/scatter/s0.05m-0.1/",0
"468",0.1,"quad",-0.1,"P5","scatter",-0.07,0.07,67,"img/quad/scatter/s0.1m-0.1/",0
"469",0.15,"line",0.2,"P5","line",0.12,0.12,68,"img/line/line/s0.15m0.2/",0
"470",0.05,"quad",0.4,"P5","area",0.07,0.07,69,"img/quad/area/s0.05m0.4/",0
"471",0.15,"trig",0.8,"P5","scatter",0.14,0.14,70,"img/trig/scatter/s0.15m0.8/",0
"472",0.1,"line",-0.4,"P5","line",0.04,0.04,71,"img/line/line/s0.1m-0.4/",0
"473",0.15,"trig",-0.4,"P5","line",-0.17,0.17,72,"img/trig/line/s0.15m-0.4/",0
"474",0.1,"quad",-0.4,"P5","area",0.05,0.05,73,"img/quad/area/s0.1m-0.4/",0
"475",0.2,"line",0.2,"P5","area",0.17,0.17,74,"img/line/area/s0.2m0.2/",0
"476",0.15,"quad",0.1,"P5","area",0.04,0.04,75,"img/quad/area/s0.15m0.1/",0
"477",0.01,"line",-0.4,"P5","area",0.01,0.01,76,"img_validation/line/area/s0.1m-0.4/",1
"478",0.2,"trig",-0.4,"P5","area",-0.02,0.02,77,"img/trig/area/s0.2m-0.4/",0
"479",0.1,"line",0.8,"P5","line",0.02,0.02,78,"img/line/line/s0.1m0.8/",0
"480",0.15,"trig",0.1,"P5","scatter",0.37,0.37,79,"img/trig/scatter/s0.15m0.1/",0
"481",0.2,"quad",0.1,"P5","scatter",-0.15,0.15,80,"img/quad/scatter/s0.2m0.1/",0
"482",0.2,"line",-0.1,"P5","scatter",0.05,0.05,81,"img/line/scatter/s0.2m-0.1/",0
"483",0.05,"quad",-0.2,"P5","scatter",0.01,0.01,82,"img/quad/scatter/s0.05m-0.2/",0
"484",0.15,"trig",-0.1,"P5","line",0.02,0.02,83,"img/trig/line/s0.15m-0.1/",0
"485",0.05,"line",0.4,"P5","line",0.06,0.06,84,"img/line/line/s0.05m0.4/",0
"486",0.15,"trig",-0.2,"P5","area",-0.01,0.01,85,"img/trig/area/s0.15m-0.2/",0
"487",0.05,"quad",-0.2,"P5","line",-0.01,0.01,86,"img/quad/line/s0.05m-0.2/",0
"488",0.05,"line",0.4,"P5","scatter",0.04,0.04,87,"img/line/scatter/s0.05m0.4/",0
"489",0.15,"quad",-0.1,"P5","scatter",-0.07,0.07,88,"img/quad/scatter/s0.15m-0.1/",0
"490",0.15,"trig",0.8,"P5","line",0,0,89,"img/trig/line/s0.15m0.8/",0
"491",0.1,"line",0.4,"P5","scatter",0.04,0.04,90,"img/line/scatter/s0.1m0.4/",0
"492",0.15,"trig",0.4,"P5","area",0.24,0.24,91,"img/trig/area/s0.15m0.4/",0
"493",0.05,"quad",0.8,"P5","area",0,0,92,"img/quad/area/s0.05m0.8/",0
"494",0.15,"line",-0.4,"P5","scatter",0.02,0.02,93,"img/line/scatter/s0.15m-0.4/",0
"495",0.2,"quad",0.4,"P5","area",-0.01,0.01,94,"img/quad/area/s0.2m0.4/",0
"496",0.1,"trig",0.1,"P5","scatter",0.11,0.11,95,"img/trig/scatter/s0.1m0.1/",0
"497",0.05,"line",0.1,"P5","area",-0.03,0.03,96,"img/line/area/s0.05m0.1/",0
"498",0.15,"trig",-0.2,"P5","line",-0.09,0.09,97,"img/trig/line/s0.15m-0.2/",0
"499",0.2,"quad",0.2,"P5","line",0.28,0.28,98,"img/quad/line/s0.2m0.2/",0
"500",0.2,"line",-0.4,"P5","scatter",-0.17,0.17,99,"img/line/scatter/s0.2m-0.4/",0
"501",0.05,"line",-0.8,"P6","line",-0.04,0.04,0,"img/line/line/s0.05m-0.8/",0
"502",0.05,"quad",0.2,"P6","area",-0.04,0.04,1,"img/quad/area/s0.05m0.2/",0
"503",0.1,"trig",-0.1,"P6","area",0.09,0.09,2,"img/trig/area/s0.1m-0.1/",0
"504",0.05,"quad",-0.1,"P6","area",0.03,0.03,3,"img/quad/area/s0.05m-0.1/",0
"505",0.1,"line",0.1,"P6","line",0.05,0.05,4,"img/line/line/s0.1m0.1/",0
"506",0.15,"trig",0.2,"P6","scatter",0.11,0.11,5,"img/trig/scatter/s0.15m0.2/",0
"507",0.2,"line",-0.1,"P6","area",0.12,0.12,6,"img/line/area/s0.2m-0.1/",0
"508",0.2,"quad",0.2,"P6","scatter",-0.08,0.08,7,"img/quad/scatter/s0.2m0.2/",0
"509",0.05,"trig",0.1,"P6","scatter",-0.1,0.1,8,"img/trig/scatter/s0.05m0.1/",0
"510",0.05,"quad",-0.1,"P6","line",0.04,0.04,9,"img/quad/line/s0.05m-0.1/",0
"511",0.05,"line",0.1,"P6","line",0.04,0.04,10,"img/line/line/s0.05m0.1/",0
"512",0.15,"trig",0.4,"P6","scatter",0.03,0.03,11,"img/trig/scatter/s0.15m0.4/",0
"513",0.2,"line",-0.1,"P6","line",0.14,0.14,12,"img/line/line/s0.2m-0.1/",0
"514",0.1,"quad",0.1,"P6","area",0.08,0.08,13,"img/quad/area/s0.1m0.1/",0
"515",0.1,"trig",-0.2,"P6","area",-0.09,0.09,14,"img/trig/area/s0.1m-0.2/",0
"516",0.2,"quad",-0.4,"P6","line",-0.02,0.02,15,"img/quad/line/s0.2m-0.4/",0
"517",0.2,"line",-0.2,"P6","line",-0.01,0.01,16,"img/line/line/s0.2m-0.2/",0
"518",0.05,"trig",0.2,"P6","scatter",-0.01,0.01,17,"img/trig/scatter/s0.05m0.2/",0
"519",0.1,"line",-0.1,"P6","line",0.03,0.03,18,"img/line/line/s0.1m-0.1/",0
"520",0.01,"line",-0.4,"P6","area",0.14,0.14,19,"img_validation/line/area/s0.1m-0.4/",1
"521",0.1,"quad",0.2,"P6","scatter",-0.01,0.01,20,"img/quad/scatter/s0.1m0.2/",0
"522",0.2,"trig",-0.8,"P6","scatter",0.08,0.08,21,"img/trig/scatter/s0.2m-0.8/",0
"523",0.15,"quad",-0.8,"P6","line",0.09,0.09,22,"img/quad/line/s0.15m-0.8/",0
"524",0.05,"line",0.8,"P6","scatter",0,0,23,"img/line/scatter/s0.05m0.8/",0
"525",0.05,"trig",-0.8,"P6","area",0.08,0.08,24,"img/trig/area/s0.05m-0.8/",0
"526",0.15,"line",-0.8,"P6","area",-0.23,0.23,25,"img/line/area/s0.15m-0.8/",0
"527",0.1,"quad",0.8,"P6","scatter",0.05,0.05,26,"img/quad/scatter/s0.1m0.8/",0
